0.989,0.125,0.71,-0.044,-9.8
0.48,-0.113,0.989,0.125,22.8
0.5,-0.066,0.48,-0.113,-9.7
0.328,-0.115,0.5,-0.066,3.3
0.434,-0.055,0.328,-0.115,-1.6
0.159,-0.058,0.434,-0.055,-12.7
0.29,-0.105,0.159,-0.058,17.4
0.153,-0.074,0.29,-0.105,2
0.184,-0.081,0.153,-0.074,-16.6
-0.026,-0.052,0.184,-0.081,3.7
0.094,0.025,-0.026,-0.052,0
0.096,-0.102,0.094,0.025,-1.2
0.089,-0.142,0.096,-0.102,-2.5
-0.077,-0.073,0.089,-0.142,10.7
0.065,-0.064,-0.077,-0.073,-4.5
-0.028,-0.236,0.065,-0.064,35.7
0.244,-0.066,-0.028,-0.236,-2.8
0.068,-0.169,0.244,-0.066,15.1
0.195,-0.082,0.068,-0.169,3.1
0.188,-0.031,0.195,-0.082,7.8
0.218,-0.025,0.188,-0.031,9.3
0.229,-0.029,0.218,-0.025,-0.4
0.167,-0.012,0.229,-0.029,1.2
0.412,0.097,0.167,-0.012,-24.9
0.375,-0.09,0.412,0.097,7.5
0.166,-0.042,0.375,-0.09,-16
-0.044,-0.046,0.166,-0.042,19
0.059,-0.05,-0.044,-0.046,7.4
0.054,0.009,0.059,-0.05,6.2
0.222,-0.002,0.054,0.009,-29.5
-0.083,-0.068,0.222,-0.002,5.5
0.043,-0.032,-0.083,-0.068,-16.9
-0.315,-0.049,0.043,-0.032,-10.4
-0.129,-0.133,-0.315,-0.049,0.4
0.058,-0.088,-0.129,-0.133,-15.4
-0.124,-0.176,0.058,-0.088,-15.2
0.017,-0.009,-0.124,-0.176,-1.2
-0.114,-0.008,0.017,-0.009,16.3
0.062,-0.04,-0.114,-0.008,-38.6
-0.189,-0.05,0.062,-0.04,9.8
-0.162,-0.156,-0.189,-0.05,39.3
0.054,0.043,-0.162,-0.156,4.5
-0.037,0.003,0.054,0.043,23.9
0.315,0.109,-0.037,0.003,-15.4
-0.069,0.169,0.315,0.109,-32.1
-0.108,-0.008,-0.069,0.169,16.2
0.016,0.052,-0.108,-0.008,15.9
0.043,0.091,0.016,0.052,4.8
0.058,-0.004,0.043,0.091,5.6
-0.02,0.094,0.058,-0.004,18.7
0.165,0.259,-0.02,0.094,-2
0.119,-0.014,0.165,0.259,-13.3
0.067,-0.033,0.119,-0.014,-22.6
-0.151,-0.086,0.067,-0.033,-24.4
-0.216,-0.016,-0.151,-0.086,-6.2
-0.305,-0.065,-0.216,-0.016,0.8
-0.213,0.002,-0.305,-0.065,19.7
0.054,0.044,-0.213,0.002,-7.4
-0.075,0.061,0.054,0.044,-20.7
-0.187,0.019,-0.075,0.061,-7.2
-0.52,0.206,-0.187,0.019,-11
-0.033,0.084,-0.52,0.206,1.7
-0.023,0.019,-0.033,0.084,9.9
0.072,0.092,-0.023,0.019,13.6
0.004,0.203,0.072,0.092,-5.4
0.11,0.117,0.004,0.203,7.2
0.069,0.119,0.11,0.117,16.3
-0.005,0.223,0.069,0.119,5.8
0.006,0.449,-0.005,0.223,-4.5
0.092,0.615,0.006,0.449,16.9
0.096,0.026,0.092,0.615,4.9
0.243,0.05,0.096,0.026,-51.9
-0.183,-0.026,0.243,0.05,-22.1
-0.156,-0.283,-0.183,-0.026,5.6
0.039,-0.161,-0.156,-0.283,6
0.056,-0.086,0.039,-0.161,-1.3
0.012,-0.06,0.056,-0.086,-10.7
-0.01,-0.29,0.012,-0.06,-15.6
-0.226,-0.078,-0.01,-0.29,12.4
0.051,-0.014,-0.226,-0.078,-3.1
-0.077,-0.152,0.051,-0.014,5.7
-0.08,-0.035,-0.077,-0.152,8.7
0.069,0,-0.08,-0.035,-16.8
0.012,-0.006,0.069,0,11.8
0.049,0.027,0.012,-0.006,14.3
-0.022,0.011,0.049,0.027,-1.7
0.139,0.037,-0.022,0.011,-22.2
-0.184,0.001,0.139,0.037,-8.7
0.109,0.013,-0.184,0.001,-24.3
-0.297,0.15,0.109,0.013,6.8
-0.153,0.042,-0.297,0.15,20.2
0.184,0.081,-0.153,0.042,-25.5
-0.311,0.058,0.184,0.081,-37.1
-0.434,0.057,-0.311,0.058,8
-0.128,0.037,-0.434,0.057,15.8
0.048,-0.02,-0.128,0.037,14.7
0.184,-0.005,0.048,-0.02,0.5
-0.108,0.014,0.184,-0.005,11.3
-0.042,-0.065,-0.108,0.014,5.4
0.082,-0.008,-0.042,-0.065,-16.9
-0.075,-0.041,0.082,-0.008,23.5
0.091,0.063,-0.075,-0.041,2.6
0.131,0.034,0.091,0.063,0.4
0.023,-0.005,0.131,0.034,-11
-0.112,-0.069,0.023,-0.005,-11.1
-0.204,-0.031,-0.112,-0.069,31.5
0.292,-0.052,-0.204,-0.031,-7
0.062,-0.105,0.292,-0.052,17.1
0.23,0.07,0.062,-0.105,6.5
0.081,0.127,0.23,0.07,3.9
0.142,0.007,0.081,0.127,-0.4
0.279,-0.027,0.142,0.007,-15
-0.092,-0.085,0.279,-0.027,-5.2
-0.034,0.022,-0.092,-0.085,20.5
0.134,0.014,-0.034,0.022,-0.4
0.094,0.012,0.134,0.014,-3
0.052,0.001,0.094,0.012,-25.7
-0.069,-0.149,0.052,0.001,7
0.087,-0.012,-0.069,-0.149,-29.3
-0.189,-0.118,0.087,-0.012,5
-0.339,0.053,-0.189,-0.118,-21.5
-0.201,0.026,-0.339,0.053,8.2
-0.083,0.024,-0.201,0.026,12.3
0.002,0.04,-0.083,0.024,1.3
-0.033,0.034,0.002,0.04,-25.1
-0.183,0.014,-0.033,0.034,16.1
0.004,0.011,-0.183,0.014,9.5
0.068,0.038,0.004,0.011,-3.1
0.023,0.133,0.068,0.038,28.8
0.236,0.035,0.023,0.133,10.9
0.164,-0.002,0.236,0.035,0
0.226,-0.021,0.164,-0.002,3.5
0.353,-0.035,0.226,-0.021,8.6
0.175,-0.138,0.353,-0.035,6.4
0.262,-0.137,0.175,-0.138,-1.3
0.227,-0.111,0.262,-0.137,8.1
0.101,0.012,0.227,-0.111,-5.1
0.269,-0.093,0.101,0.012,11
0.134,-0.031,0.269,-0.093,2.9
0.354,0.219,0.134,-0.031,3.8
0.245,0.058,0.354,0.219,-15
0.049,-0.073,0.245,0.058,5.9
-0.022,-0.019,0.049,-0.073,-11.8
0.019,-0.1,-0.022,-0.019,8.5
0.08,-0.052,0.019,-0.1,-3.4
0.197,-0.087,0.08,-0.052,15.7
0.268,0.05,0.197,-0.087,-3.7
0.051,-0.064,0.268,0.05,0
0.136,-0.023,0.051,-0.064,-2.9
0.006,-0.091,0.136,-0.023,-0.8
0.031,-0.039,0.006,-0.091,-27.3
-0.111,-0.115,0.031,-0.039,-1.7
-0.049,0.022,-0.111,-0.115,-9.9
-0.05,0.078,-0.049,0.022,-9.6
-0.051,0.033,-0.05,0.078,0.9
-0.194,-0.02,-0.051,0.033,-21.6
-0.354,-0.087,-0.194,-0.02,9.9
-0.207,-0.124,-0.354,-0.087,2.2
-0.01,0.002,-0.207,-0.124,12
-0.091,0.016,-0.01,0.002,27.2
0.224,0.072,-0.091,0.016,26.5
0.371,0.192,0.224,0.072,-0.4
0.34,-0.022,0.371,0.192,0
0.517,-0.22,0.34,-0.022,2.9
0.21,0.011,0.517,-0.22,-2.1
0.273,-0.128,0.21,0.011,1.2
0.273,0.004,0.273,-0.128,10.4
0.273,-0.03,0.273,0.004,-3.7
0.177,-0.006,0.273,-0.03,-4.1
0.147,-0.053,0.177,-0.006,-19.9
0.008,-0.123,0.147,-0.053,21.2
0.189,-0.02,0.008,-0.123,-2.5
0.088,-0.03,0.189,-0.02,-15.8
-0.115,-0.032,0.088,-0.03,3.4
0.145,-0.036,-0.115,-0.032,2.5
0.142,-0.087,0.145,-0.036,-10.9
0.091,-0.162,0.142,-0.087,0
0.184,0.142,0.091,-0.162,19.5
0.288,0.023,0.184,0.142,-2.5
0.149,0.023,0.288,0.023,-5.4
0.065,-0.066,0.149,0.023,-27.3
-0.178,-0.056,0.065,-0.066,11.6
0.026,0.005,-0.178,-0.056,3
0.063,-0.053,0.026,0.005,-11.1
0.006,-0.029,0.063,-0.053,4.7
0.099,0.199,0.006,-0.029,-21.4
-0.162,0.129,0.099,0.199,3.9
0.081,0.087,-0.162,0.129,20.9
0.121,0.125,0.081,0.087,-13.2
0.025,-0.012,0.121,0.125,14.3
0.129,0.254,0.025,-0.012,-5.1
0.007,0.082,0.129,0.254,4.7
0.137,0.012,0.007,0.082,-1.3
0.035,-0.042,0.137,0.012,14.9
0.284,-0.048,0.035,-0.042,-2.5
0.147,-0.034,0.284,-0.048,-3.4
0.101,0.035,0.147,-0.034,-9.7
0.079,-0.103,0.101,0.035,-1.3
0.103,-0.063,0.079,-0.103,-9.8
0.026,-0.117,0.103,-0.063,4.8
0.175,-0.095,0.026,-0.117,-18.1
0.084,-0.055,0.175,-0.095,8.8
0.022,-0.016,0.084,-0.055,20.4
0.222,-0.139,0.022,-0.016,2.6
0.123,-0.047,0.222,-0.139,6.4
0.149,-0.036,0.123,-0.047,-3
0.025,-0.098,0.149,-0.036,0.8
0.048,-0.038,0.025,-0.098,12.3
0.118,0.03,0.048,-0.038,-0.8
0.2,0.026,0.118,0.03,0.4
0.205,-0.122,0.2,0.026,5.4
0.018,0.046,0.205,-0.122,16.6
0.146,-0.005,0.018,0.046,20
0.304,0.108,0.146,-0.005,23.2
0.488,0.17,0.304,0.108,-10.6
0.191,0.151,0.488,0.17,-7.5
0.325,0.272,0.191,0.151,1.2
0.256,-0.102,0.325,0.272,-14.7
-0.026,-0.195,0.256,-0.102,-6.1
0.208,-0.115,-0.026,-0.195,-8.5
0.051,-0.077,0.208,-0.115,-25
0.003,-0.004,0.051,-0.077,11.4
0.064,-0.027,0.003,-0.004,1.2
0.184,-0.074,0.064,-0.027,9.6
0.444,-0.104,0.184,-0.074,6.2
0.116,-0.111,0.444,-0.104,-10.6
-0.03,-0.086,0.116,-0.111,16.1
0.15,-0.059,-0.03,-0.086,-3.3
0.132,-0.062,0.15,-0.059,-31
-0.115,-0.216,0.132,-0.062,13.5
0.206,0,-0.115,-0.216,4.6
0.017,0.064,0.206,0,7.9
0.03,-0.02,0.017,0.064,1.2
0.122,0.105,0.03,-0.02,1.6
0.026,-0.059,0.122,0.105,-9.4
0.138,-0.149,0.026,-0.059,-0.8
0.035,-0.086,0.138,-0.149,-18.2
-0.026,-0.123,0.035,-0.086,-4.6
0.064,-0.15,-0.026,-0.123,6.3
-0.014,-0.054,0.064,-0.15,-5
0.095,-0.078,-0.014,-0.054,-10.6
-0.03,-0.168,0.095,-0.078,4.3
-0.14,0.012,-0.03,-0.168,-7.7
-0.047,0,-0.14,0.012,6.4
-0.019,0.108,-0.047,0,18.7
0.1,0.112,-0.019,0.108,-11.7
-0.048,0.022,0.1,0.112,6.3
-0.035,0.14,-0.048,0.022,-23.5
-0.076,0.048,-0.035,0.14,-5.6
-0.03,0.289,-0.076,0.048,-2.2
0.143,0.121,-0.03,0.289,-0.9
0.044,0.037,0.143,0.121,-6.5
0.038,0.041,0.044,0.037,-3.9
0.014,-0.029,0.038,0.041,-10.5
0.094,-0.004,0.014,-0.029,-24.8
-0.121,0.04,0.094,-0.004,-23.6
-0.199,0.085,-0.121,0.04,-5.1
0.006,0.03,-0.199,0.085,2.3
-0.016,0.016,0.006,0.03,-5.6
-0.072,0.043,-0.016,0.016,-31
0.009,0.177,-0.072,0.043,-6.8
-0.169,0.243,0.009,0.177,0.5
-0.08,0.095,-0.169,0.243,-4.9
-0.104,0.073,-0.08,0.095,-8.8
0.096,0.135,-0.104,0.073,-21.3
-0.173,0.372,0.096,0.135,24.8
0.039,0.01,-0.173,0.372,-14.8
-0.078,0.002,0.039,0.01,15
0.166,0.077,-0.078,0.002,3.9
-0.055,0.082,0.166,0.077,-9.3
0.02,0.046,-0.055,0.082,9.9
0.053,0.037,0.02,0.046,-2
-0.044,0.063,0.053,0.037,38.4
0.308,0.164,-0.044,0.063,-1.9
0.003,-0.055,0.308,0.164,11.9
0.033,-0.197,0.003,-0.055,-9.8
0.127,-0.092,0.033,-0.197,-15.2
0.142,-0.052,0.127,-0.092,-4.3
-0.004,0.082,0.142,-0.052,10.6
0.107,0.034,-0.004,0.082,1.4
-0.06,-0.003,0.107,0.034,20.5
0.09,-0.084,-0.06,-0.003,-1.9
0.205,-0.046,0.09,-0.084,7.5
0.073,-0.05,0.205,-0.046,-5.6
0.183,-0.011,0.073,-0.05,-19.2
0.193,0.097,0.183,-0.011,5.7
0.057,0.101,0.193,0.097,16.6
0.218,0.077,0.057,0.101,-4.2
0.215,0.008,0.218,0.077,-7.5
0.133,0.057,0.215,0.008,6.1
0.095,0.035,0.133,0.057,20.2
0.247,0.091,0.095,0.035,-0.9
0.437,0.19,0.247,0.091,-4.1
0.101,-0.032,0.437,0.19,12
0.009,-0.082,0.101,-0.032,-1.8
0.008,-0.01,0.009,-0.082,-16.9
-0.069,-0.197,0.008,-0.01,-1.9
-0.008,-0.031,-0.069,-0.197,4.7
0.008,-0.078,-0.008,-0.031,22.7
0.119,0.058,0.008,-0.078,-0.9
0.132,-0.031,0.119,0.058,-3.6
0.052,-0.027,0.132,-0.031,-5.9
0.132,0.005,0.052,-0.027,-29.3
-0.145,0.003,0.132,0.005,-26.9
-0.548,0.289,-0.145,0.003,3.4
-0.142,0.029,-0.548,0.289,2.4
-0.095,0.175,-0.142,0.029,-15.4
-0.172,0.255,-0.095,0.175,-6.4
-0.154,0.359,-0.172,0.255,-2.5
0.1,0.263,-0.154,0.359,30.2
0.092,0.06,0.1,0.263,14.4
0.009,0.067,0.092,0.06,-1.4
-0.043,0.068,0.009,0.067,6.2
0.049,0.062,-0.043,0.068,0.5
0.068,0.099,0.049,0.062,-6.1
-0.041,-0.111,0.068,0.099,-25.1
-0.051,-0.207,-0.041,-0.111,9.7
0.013,-0.136,-0.051,-0.207,-3.4
0.075,-0.068,0.013,-0.136,-36.2
-0.18,0,0.075,-0.068,2
-0.125,-0.009,-0.18,0,26.5
0.002,-0.102,-0.125,-0.009,22.4
0.059,-0.011,0.002,-0.102,-4.8
-0.004,0.037,0.059,-0.011,9.1
0.12,-0.019,-0.004,0.037,-8.5
-0.022,0.032,0.12,-0.019,5.7
0.023,0.041,-0.022,0.032,-28.5
0,0.012,0.023,0.041,20.6
0.063,0.093,0,0.012,16.8
0.129,0.07,0.063,0.093,5.2
0.209,-0.055,0.129,0.07,4.7
0.163,0.021,0.209,-0.055,12.1
0.113,-0.034,0.163,0.021,-0.5
-0.05,-0.072,0.113,-0.034,14.8
0.123,0.078,-0.05,-0.072,1.4
-0.059,0.014,0.123,0.078,-9.1
-0.228,0.024,-0.059,0.014,-3.7
0.101,0.046,-0.228,0.024,-2.3
0.061,-0.008,0.101,0.046,-1.4
-0.041,-0.063,0.061,-0.008,13.4
0.175,-0.018,-0.041,-0.063,-20.1
0.005,-0.051,0.175,-0.018,3.7
0.124,0.045,0.005,-0.051,-3.7
0.024,0.107,0.124,0.045,-8.8
0.039,0.032,0.024,0.107,3.3
0.133,0.091,0.039,0.032,-8.9
-0.08,0.022,0.133,0.091,16.5
0.124,0.048,-0.08,0.022,3.3
0.062,0.022,0.124,0.048,3.7
0.088,0.063,0.062,0.022,5.1
0.226,0.053,0.088,0.063,1.8
0.095,0.031,0.226,0.053,8.7
0.171,-0.034,0.095,0.031,0
0.177,-0.098,0.171,-0.034,-8.6
-0.12,-0.151,0.177,-0.098,11.9
0.17,-0.254,-0.12,-0.151,7.7
0.185,-0.218,0.17,-0.254,-1.8
0.169,-0.27,0.185,-0.218,3.2
0.179,-0.148,0.169,-0.27,9.9
0.198,-0.207,0.179,-0.148,-20.4
-0.067,-0.091,0.198,-0.207,-7.7
-0.024,-0.147,-0.067,-0.091,-0.5
0.053,-0.373,-0.024,-0.147,-3.2
-0.146,-0.418,0.053,-0.373,8.7
0.072,-0.03,-0.146,-0.418,1.8
-0.136,-0.002,0.072,-0.03,41.8
0.321,-0.053,-0.136,-0.002,1.3
0.159,0.023,0.321,-0.053,6.1
0.223,-0.092,0.159,0.023,-5.2
0.21,-0.056,0.223,-0.092,0.9
0.14,0.05,0.21,-0.056,2.2
0.164,0.073,0.14,0.05,1.3
0.11,-0.045,0.164,0.073,-19.5
0.166,0.089,0.11,-0.045,-5.3
0.008,0.083,0.166,0.089,4.9
0.095,0.025,0.008,0.083,0
0.043,-0.06,0.095,0.025,-14.6
-0.062,-0.022,0.043,-0.06,2.2
0.105,-0.001,-0.062,-0.022,14.8
0.09,0.021,0.105,-0.001,-0.4
-0.056,-0.114,0.09,0.021,-4.4
0.041,-0.076,-0.056,-0.114,15.1
0.178,-0.081,0.041,-0.076,-2.2
0.114,-0.159,0.178,-0.081,25.8
0.326,-0.012,0.114,-0.159,13.2
0.11,-0.226,0.326,-0.012,10.5
0.338,-0.226,0.11,-0.226,7.1
0.16,-0.225,0.338,-0.226,14.9
0.27,-0.214,0.16,-0.225,0.8
0.202,-0.141,0.27,-0.214,-2
0.072,-0.234,0.202,-0.141,-1.2
0.106,-0.285,0.072,-0.234,7.8
0.524,-0.24,0.106,-0.285,30
0.195,-0.152,0.524,-0.24,-12.6
0.346,-0.168,0.195,-0.152,-4.8
0.23,-0.164,0.346,-0.168,-8
0.045,0.044,0.23,-0.164,-8.1
0.02,0.006,0.045,0.044,-9.4
-0.04,-0.043,0.02,0.006,7.8
0.064,-0.093,-0.04,-0.043,-29.7
0.041,-0.105,0.064,-0.093,-10.9
0.034,-0.047,0.041,-0.105,-7.2
0.019,-0.105,0.034,-0.047,2.6
-0.009,-0.07,0.019,-0.105,-1.7
-0.03,-0.027,-0.009,-0.07,12.8
0.039,-0.047,-0.03,-0.027,2.5
0.059,-0.095,0.039,-0.047,-19.8
-0.021,-0.155,0.059,-0.095,5.2
0.181,-0.054,-0.021,-0.155,8.1
0.163,-0.168,0.181,-0.054,18.6
0.03,-0.087,0.163,-0.168,-23.3
-0.076,-0.195,0.03,-0.087,26
0.313,0.001,-0.076,-0.195,-4.2
-0.092,-0.063,0.313,0.001,-41.3
-0.046,-0.294,-0.092,-0.063,0
0.135,-0.194,-0.046,-0.294,7.8
0.079,-0.057,0.135,-0.194,-15.1
-0.081,-0.01,0.079,-0.057,-19.7
0.125,0.038,-0.081,-0.01,-18.8
0.129,-0.098,0.125,0.038,8.2
0.018,-0.326,0.129,-0.098,-3.6
-0.069,-0.121,0.018,-0.326,-3.6
-0.086,-0.092,-0.069,-0.121,-3.6
-0.112,-0.06,-0.086,-0.092,-11.4
-0.193,-0.073,-0.112,-0.06,5.5
-0.083,-0.079,-0.193,-0.073,-15.2
-0.131,-0.114,-0.083,-0.079,-4.7
0.061,-0.043,-0.131,-0.114,-21.1
-0.41,0.028,0.061,-0.043,3.4
-0.251,-0.065,-0.41,0.028,6.7
-0.195,0.207,-0.251,-0.065,6.2
-0.236,0.06,-0.195,0.207,9.9
-0.097,-0.009,-0.236,0.06,25.2
-0.005,0.007,-0.097,-0.009,0
0.016,0.001,-0.005,0.007,-0.9
-0.059,0.055,0.016,0.001,0
-0.079,-0.004,-0.059,0.055,-27.3
-0.344,-0.075,-0.079,-0.004,6.6
-0.063,-0.017,-0.344,-0.075,25.6
-0.001,0.016,-0.063,-0.017,2.3
-0.036,0.001,-0.001,0.016,-5
-0.023,0.033,-0.036,0.001,-50.5
-0.239,-0.049,-0.023,0.033,4.3
0.12,0.123,-0.239,-0.049,-27.2
-0.183,0.025,0.12,0.123,12.7
-0.201,0.381,-0.183,0.025,2.9
-0.073,-0.002,-0.201,0.381,19.3
0.072,0.029,-0.073,-0.002,-9
-0.085,-0.022,0.072,0.029,7.2
0.153,0.014,-0.085,-0.022,12.8
0.074,-0.046,0.153,0.014,-10.3
-0.079,-0.006,0.074,-0.046,-5.2
0.085,-0.018,-0.079,-0.006,5.2
-0.082,0.002,0.085,-0.018,-19.9
-0.372,-0.072,-0.082,0.002,-0.5
-0.261,0.015,-0.372,-0.072,-22.2
-0.273,-0.015,-0.261,0.015,5.4
-0.03,-0.061,-0.273,-0.015,2
-0.042,0.092,-0.03,-0.061,7.4
-0.037,0.025,-0.042,0.092,-17
0.071,0.104,-0.037,0.025,-6.9
0.132,-0.069,0.071,0.104,-11
0.066,0.041,0.132,-0.069,9.6
0.095,0.029,0.066,0.041,2
0.103,-0.064,0.095,0.029,-23.4
-0.035,-0.076,0.103,-0.064,-5.1
-0.016,-0.131,-0.035,-0.076,-4.6
0.032,0.059,-0.016,-0.131,-7.7
-0.003,-0.007,0.032,0.059,-13.5
-0.065,0.335,-0.003,-0.007,9
-0.3,-0.005,-0.065,0.335,-16.7
-0.328,0.119,-0.3,-0.005,-3.2
-0.009,0.167,-0.328,0.119,-14.9
-0.106,0.22,-0.009,0.167,-21.6
-0.182,0.077,-0.106,0.22,-31.5
-0.168,0.396,-0.182,0.077,-49.6
-0.565,0.381,-0.168,0.396,8.4
-0.266,0.035,-0.565,0.381,37.5
-0.343,0.248,-0.266,0.035,8.6
-0.306,-0.019,-0.343,0.248,27.9
-0.042,0.021,-0.306,-0.019,1.7
0.003,0,-0.042,0.021,-23.8
-0.005,-0.203,0.003,0,4
0.125,-0.044,-0.005,-0.203,3.9
-0.134,-0.157,0.125,-0.044,-17.4
-0.082,-0.071,-0.134,-0.157,-5.1
-0.172,0.153,-0.082,-0.071,5.2
-0.158,0.038,-0.172,0.153,60
-0.027,0.248,-0.158,0.038,-1.6
-0.037,0.554,-0.027,0.248,-10.3
-0.154,-0.013,-0.037,0.554,-9.3
-0.107,0.083,-0.154,-0.013,4.4
-0.107,0.081,-0.107,0.083,46.6
0.184,0.042,-0.107,0.081,8.4
-0.006,0.134,0.184,0.042,10.9
0.067,-0.047,-0.006,0.134,-31.9
-0.077,-0.03,0.067,-0.047,11.7
0.106,0.081,-0.077,-0.03,-28.9
-0.303,0.051,0.106,0.081,-1.6
-0.103,0.064,-0.303,0.051,-1.6
-0.13,0.182,-0.103,0.064,15.2
0.337,-0.098,-0.13,0.182,20.8
0.066,0.098,0.337,-0.098,-13.1
-0.24,-0.047,0.066,0.098,3.7
0.096,-0.058,-0.24,-0.047,18.5
0.128,-0.041,0.096,-0.058,27.5
-0.111,-0.088,0.128,-0.041,15.1
0.079,0.11,-0.111,-0.088,12.4
0.136,0.068,0.079,0.11,-3.4
0.26,0.066,0.136,0.068,-5.9
0.031,-0.009,0.26,0.066,23.8
0.199,0.094,0.031,-0.009,-6.3
0.038,0.044,0.199,0.094,1
0.201,0.022,0.038,0.044,6.8
0.167,0.118,0.201,0.022,6.8
0.154,0.047,0.167,0.118,-12.5
-0.04,0.026,0.154,0.047,15.6
0.322,0.128,-0.04,0.026,5.3
0.18,0.042,0.322,0.128,-1.9
0.061,-0.009,0.18,0.042,0
-0.071,0.042,0.061,-0.009,-5.2
-0.031,-0.061,-0.071,0.042,6.2
-0.021,-0.031,-0.031,-0.061,-0.5
-0.05,-0.107,-0.021,-0.031,18.6
0.031,0.087,-0.05,-0.107,-2.3
0.101,-0.011,0.031,0.087,-0.5
0.058,-0.036,0.101,-0.011,-13.6
-0.018,-0.07,0.058,-0.036,-7.6
0.04,-0.079,-0.018,-0.07,-29.7
0.015,-0.062,0.04,-0.079,-2
-0.123,0.016,0.015,-0.062,2
-0.04,-0.017,-0.123,0.016,-26.2
-0.056,-0.05,-0.04,-0.017,-25.4
-0.039,0.022,-0.056,-0.05,18.2
-0.118,0.002,-0.039,0.022,-5.1
-0.184,-0.02,-0.118,0.002,27.8
0.144,0.025,-0.184,-0.02,2.5
-0.085,0.067,0.144,0.025,13
-0.029,0.016,-0.085,0.067,7.9
-0.126,0.098,-0.029,0.016,-2
-0.083,-0.012,-0.126,0.098,24
0.114,0.037,-0.083,-0.012,-4.3
-0.048,0.019,0.114,0.037,-37.9
-0.675,-0.017,-0.048,0.019,29.5
0.204,-0.052,-0.675,-0.017,-13.6
-0.255,-0.014,0.204,-0.052,-17.7
-0.206,-0.041,-0.255,-0.014,-20.5
-0.216,-0.03,-0.206,-0.041,-8.2
-0.06,-0.04,-0.216,-0.03,-9.8
-0.151,0.005,-0.06,-0.04,0
